time, x, z
10131628, 281, 94
10133156, 281, 92
10134688, 281, 92
10136216, 281, 92
10137748, 281, 91
10139276, 281, 91
10140808, 281, 90
10142336, 282, 89
10143872, 282, 90
10145396, 282, 93
10146928, 282, 94
10148456, 281, 94
10149992, 281, 92
10151516, 281, 91
10153048, 281, 89
10154576, 281, 90
10156112, 281, 90
10157636, 281, 90
10159168, 280, 89
10160696, 280, 88
10162232, 279, 89
10163756, 279, 90
10165288, 278, 93
10166816, 278, 94
10168352, 279, 93
10169876, 279, 92
10171412, 278, 92
10172936, 278, 92
10174472, 279, 91
10175996, 279, 91
10177528, 278, 88
10179056, 278, 87
10180588, 278, 86
10182116, 278, 85
10183648, 278, 85
10185176, 278, 86
10186708, 278, 87
10188236, 278, 87
10189768, 279, 88
10191296, 278, 86
10192828, 278, 84
10194356, 277, 82
10195888, 278, 81
10197416, 278, 81
10198948, 278, 81
10200476, 279, 80
10202008, 282, 81
10203536, 281, 81
10205068, 281, 82
10206596, 280, 84
10208128, 280, 85
10209656, 279, 87
10211188, 278, 89
10212716, 277, 90
10214248, 278, 90
10215776, 277, 90
10217308, 278, 92
10218836, 277, 91
10220368, 277, 91
10221896, 276, 88
10223428, 277, 86
10224956, 276, 86
10226488, 275, 86
10228016, 276, 87
10229548, 276, 87
10231076, 277, 87
10232608, 277, 86
10234136, 276, 85
10235668, 276, 85
10237200, 277, 84
10238728, 277, 84
10240256, 278, 84
10241788, 278, 84
10243316, 276, 82
10244848, 275, 82
10246376, 277, 82
10247908, 276, 83
10249436, 276, 84
10250968, 276, 83
10252496, 276, 83
10254028, 278, 84
10255556, 278, 84
10257088, 277, 84
10258616, 277, 84
10260148, 277, 83
10261676, 277, 82
10263208, 277, 81
10264736, 277, 81
10266268, 277, 83
10267796, 277, 82
10269328, 276, 82
10270856, 276, 82
10272388, 276, 82
10273920, 275, 82
10275448, 275, 83
10276976, 275, 83
10278508, 275, 83
10280040, 275, 84
10281568, 276, 84
10283096, 275, 84
10284628, 275, 84
10286160, 275, 84
10287688, 276, 84
10289216, 277, 84
10290748, 278, 84
10292280, 278, 85
10293808, 278, 83
10295336, 277, 83
10296868, 278, 82
10298400, 277, 83
10299928, 277, 85
10301464, 277, 85
10302988, 277, 84
10304524, 277, 86
10306048, 278, 86
10307576, 279, 87
10309108, 279, 87
10310636, 279, 86
10312168, 279, 87
10313696, 279, 85
10315228, 279, 85
10316756, 278, 86
10318288, 278, 87
10319816, 278, 89
10321348, 278, 90
10322876, 279, 91
10324408, 279, 89
10325936, 279, 88
10327468, 279, 87
10328996, 279, 87
10330528, 277, 87
10332056, 276, 86
10333588, 277, 86
10335116, 277, 85
10336648, 279, 84
10338176, 280, 84
10339708, 280, 83
10341236, 279, 85
10342768, 279, 85
10344296, 279, 86
10345828, 279, 85
10347356, 279, 84
10348888, 278, 84
10350416, 278, 83
10351948, 277, 83
10353476, 277, 84
10355008, 278, 84
10356536, 278, 82
10358068, 278, 82
10359596, 277, 81
10361128, 276, 81
10362656, 275, 84
10364188, 275, 81
10365716, 276, 82
10367248, 277, 82
10368776, 277, 83
10370308, 277, 83
10371836, 277, 83
10373368, 277, 82
10374896, 278, 82
10376428, 278, 80
10377956, 278, 79
10379488, 277, 79
10381016, 277, 79
10382548, 277, 79
10384076, 277, 79
10385608, 277, 80
10387136, 277, 80
10388668, 277, 79
10390196, 277, 80
10391728, 278, 80
10393256, 277, 80
10394788, 276, 79
10396316, 276, 79
10397848, 276, 79
10399376, 277, 79
10400912, 276, 79
10402436, 277, 80
10403968, 278, 80
10405496, 278, 80
10407032, 278, 81
10408556, 276, 80
10410088, 275, 81
10411616, 274, 80
10413152, 274, 78
10414676, 274, 79
10416208, 274, 79
10417736, 275, 80
10419272, 275, 80
10420796, 276, 81
10422328, 276, 81
10423856, 277, 80
10425392, 277, 79
10426916, 275, 80
10428448, 275, 79
10429976, 274, 81
10431512, 274, 82
10433036, 275, 82
10434572, 275, 82
10436096, 276, 83
10437628, 275, 83
10439156, 275, 83
10440688, 275, 84
10442216, 275, 84
10443748, 275, 83
10445276, 275, 83
10446808, 276, 83
10448336, 276, 83
10449868, 277, 85
10451396, 277, 85
10452928, 277, 86
10454456, 277, 88
10455988, 279, 87
10457516, 278, 85
10459048, 277, 85
10460576, 277, 83
10462108, 277, 83
10463636, 277, 84
10465168, 277, 84
10466696, 277, 84
10468228, 278, 83
10469756, 278, 82
10471288, 278, 83
10472816, 278, 84
10474348, 278, 83
10475876, 277, 83
10477408, 276, 82
10478936, 276, 82
10480468, 276, 83
10481996, 276, 84
10483528, 275, 82
10485056, 275, 81
10486588, 275, 79
10488116, 275, 81
10489648, 276, 82
10491176, 277, 82
10492708, 277, 79
10494236, 276, 79
10495768, 276, 79
10497296, 276, 81
10498828, 275, 80
10500360, 275, 80
10501888, 276, 81
10503416, 277, 82
10504948, 276, 82
10506476, 275, 82
10508008, 274, 82
10509536, 274, 81
10511068, 275, 82
10512596, 275, 81
10514128, 276, 82
10515656, 276, 82
10517188, 277, 81
10518716, 276, 80
10520248, 276, 83
10521776, 277, 83
10523308, 277, 85
10524836, 276, 89
10526368, 276, 94
10527896, 275, 99
10529428, 274, 102
10531040, 274, 101
10532656, 273, 96
10534188, 273, 89
10535716, 275, 83
10537248, 276, 78
10538776, 274, 69
10540308, 275, 69
10541836, 276, 73
10543368, 275, 76
10544896, 275, 81
10546428, 274, 87
10547956, 272, 93
10549488, 272, 100
10551100, 271, 105
10552716, 273, 102
10554332, 276, 102
10555948, 275, 96
10557480, 276, 92
10559008, 276, 91
10560536, 276, 89
10562068, 275, 87
10563604, 274, 91
10565128, 274, 94
10566664, 274, 98
10568188, 272, 103
10569800, 272, 106
10571416, 274, 110
10573032, 274, 107
10574648, 274, 107
10576260, 274, 105
10577876, 275, 102
10579492, 275, 98
10581024, 277, 97
10582552, 277, 98
10584088, 274, 95
10585612, 275, 100
10587228, 275, 103
10588840, 276, 108
10590456, 278, 110
10592072, 277, 112
10593688, 276, 110
10595300, 274, 108
10596916, 273, 108
10598532, 274, 106
10600148, 274, 106
10601760, 275, 106
10603376, 275, 105
10604992, 273, 107
10606612, 274, 107
10608220, 275, 113
10609836, 276, 118
10611452, 276, 121
10613068, 275, 120
10614680, 273, 120
10616296, 274, 123
10617912, 274, 123
10619528, 275, 123
10621140, 277, 123
10622756, 278, 125
10624372, 278, 123
10625988, 276, 125
10627600, 275, 123
10629216, 275, 124
10630832, 275, 127
10632448, 275, 129
10634060, 274, 132
10635676, 273, 133
10637292, 274, 138
10638908, 275, 140
10640520, 275, 140
10642136, 274, 136
10643752, 275, 139
10645368, 275, 137
10646980, 275, 136
10648596, 278, 133
10650212, 275, 130
10651828, 274, 126
10653440, 273, 125
10655056, 274, 126
10656672, 274, 123
10658288, 274, 120
10659900, 274, 115
10661516, 274, 114
10663132, 273, 116
10664748, 272, 111
10666360, 275, 102
10667976, 275, 101
10669592, 275, 94
10671124, 277, 99
10672652, 277, 101
10674268, 276, 101
10675880, 277, 102
10677496, 276, 98
10679028, 278, 96
10680556, 278, 95
10682088, 279, 94
10683616, 281, 95
10685148, 281, 92
10686676, 282, 87
10688208, 285, 82
10689736, 283, 77
10691268, 285, 74
10692796, 285, 69
10694328, 286, 71
10695856, 286, 72
10697388, 285, 71
10698916, 287, 73
10700448, 288, 72
10701976, 286, 72
10703508, 288, 74
10705040, 292, 79
10706568, 294, 75
10708096, 295, 74
10709628, 294, 71
10711160, 292, 68
10712688, 293, 65
10714216, 293, 62
10715748, 294, 65
10717280, 296, 65
10718808, 295, 64
10720336, 294, 62
10721868, 296, 61
10723400, 296, 64
10724928, 296, 66
10726456, 297, 68
10727988, 295, 66
10729520, 295, 68
10731048, 294, 67
10732576, 294, 68
10734108, 295, 64
10735640, 296, 68
10737168, 294, 67
10738704, 295, 67
10740228, 295, 69
10741756, 293, 70
10743288, 293, 75
10744816, 292, 80
10746348, 293, 89
10747876, 292, 99
10749408, 289, 106
10751020, 289, 112
10752636, 287, 115
10754252, 287, 115
10755868, 287, 114
10757480, 287, 116
10759096, 288, 114
10760712, 287, 108
10762328, 284, 100
10763940, 283, 98
10765472, 283, 100
10767088, 282, 100
10768700, 280, 102
10770316, 279, 102
10771932, 278, 101
10773548, 278, 99
10775076, 278, 96
10776608, 277, 94
10778136, 276, 90
10779672, 275, 88
10781196, 275, 85
10782732, 276, 82
10784256, 275, 80
10785788, 275, 82
10787316, 275, 85
10788848, 274, 90
10790376, 274, 95
10791908, 274, 98
10793436, 275, 99
10794968, 275, 101
10796580, 275, 101
10798196, 275, 99
10799728, 276, 98
10801256, 277, 95
10802788, 279, 94
10804320, 282, 96
10805848, 281, 98
10807376, 282, 100
10808992, 282, 102
10810608, 282, 104
10812220, 282, 104
10813836, 283, 104
10815452, 282, 102
10817068, 283, 100
10818680, 285, 98
10820212, 287, 95
10821744, 287, 93
10823272, 287, 92
10824800, 289, 92
10826332, 290, 92
10827864, 289, 94
10829392, 288, 98
10830920, 289, 101
10832536, 288, 105
10834152, 288, 106
10835768, 288, 106
10837380, 287, 105
10838996, 288, 104
10840612, 288, 102
10842228, 288, 99
10843756, 288, 98
10845288, 288, 98
10846816, 286, 98
10848352, 285, 101
10849960, 285, 103
10851576, 284, 104
10853192, 284, 106
10854808, 284, 107
10856420, 283, 108
10858036, 282, 108
10859652, 283, 108
10861268, 282, 108
10862880, 281, 108
10864496, 281, 106
10866112, 281, 107
10867732, 280, 107
10869340, 280, 107
10870956, 281, 110
10872572, 280, 113
10874188, 280, 114
10875800, 279, 114
10877416, 278, 113
10879032, 277, 113
10880648, 278, 113
10882260, 277, 113
10883876, 277, 111
10885492, 276, 110
10887108, 277, 108
10888720, 276, 108
10890336, 277, 106
10891952, 278, 105
10893568, 279, 106
10895180, 280, 105
10896796, 280, 103
10898412, 280, 103
10900028, 282, 102
10901640, 282, 100
10903256, 283, 99
10904788, 283, 97
10906316, 284, 98
10907848, 284, 97
10909376, 285, 96
10910908, 285, 95
10912436, 285, 95
10913968, 285, 94
10915496, 285, 95
10917028, 287, 98
10918556, 287, 103
10920172, 288, 103
10921788, 289, 104
10923400, 290, 104
10925016, 290, 105
10926632, 289, 105
10928248, 289, 104
10929860, 289, 103
10931476, 289, 103
10933092, 288, 103
10934708, 289, 103
10936328, 289, 103
10937936, 289, 103
10939552, 292, 103
10941168, 292, 103
10942780, 290, 102
10944396, 289, 101
10946012, 287, 100
10947628, 286, 99
10949156, 286, 99
10950688, 285, 99
10952216, 286, 97
10953752, 286, 96
10955276, 286, 95
10956812, 285, 94
10958336, 285, 93
10959868, 284, 91
10961396, 285, 89
10962928, 284, 88
10964456, 284, 89
10965988, 284, 88
10967516, 283, 87
10969048, 283, 88
10970576, 282, 89
10972108, 282, 90
10973636, 283, 94
10975168, 283, 96
10976696, 283, 99
10978228, 284, 105
10979840, 284, 107
10981456, 284, 109
10983072, 284, 113
10984688, 284, 116
10986300, 286, 118
10987916, 285, 116
10989532, 286, 115
10991148, 286, 114
10992760, 287, 114
10994376, 283, 112
10995992, 284, 111
10997608, 284, 109
10999220, 284, 104
11000844, 284, 107
11002452, 286, 105
11004068, 283, 111
11005680, 284, 98
11007212, 292, 89
11008740, 287, 98
11010272, 286, 111
11011888, 282, 118
11013500, 284, 112
11015116, 287, 109
11016732, 285, 104
11018348, 285, 104
11019960, 285, 107
11021576, 286, 105
11023192, 288, 107
11024808, 289, 104
11026420, 288, 105
11028036, 287, 104
11029652, 289, 108
11031268, 288, 108
11032880, 288, 106
11034496, 289, 106
11036112, 289, 105
11037728, 289, 106
11039340, 289, 107
11040956, 288, 111
11042572, 288, 113
11044188, 288, 113
11045800, 288, 108
11047416, 287, 109
11049032, 289, 109
11050648, 289, 110
11052260, 288, 110
11053876, 288, 112
11055492, 288, 111
11057108, 289, 110
11058720, 289, 108
11060336, 290, 108
11061952, 288, 109
11063568, 288, 110
11065180, 288, 110
11066796, 287, 109
11068412, 288, 108
11070028, 288, 110
11071640, 289, 110
11073256, 290, 112
11074872, 288, 111
11076488, 287, 107
11078100, 288, 110
11079716, 288, 108
11081332, 287, 107
11082948, 288, 109
11084560, 286, 106
11086176, 285, 106
11087792, 287, 105
11089408, 286, 107
11091020, 287, 107
11092636, 287, 107
11094252, 286, 106
11095868, 285, 106
11097480, 285, 104
11099096, 284, 105
11100712, 284, 104
11102328, 285, 104
11103940, 286, 102
11105556, 286, 101
11107172, 288, 102
11108788, 289, 102
11110408, 288, 102
11112016, 288, 104
11113632, 286, 106
11115248, 287, 110
11116860, 286, 111
11118476, 285, 111
11120092, 286, 111
11121708, 289, 112
11123320, 290, 110
11124936, 289, 108
11126552, 289, 107
11128168, 287, 102
11129780, 288, 102
11131396, 287, 102
11133012, 286, 104
11134628, 285, 104
11136240, 284, 104
11137856, 284, 108
11139472, 285, 111
11141088, 286, 113
11142700, 286, 113
11144316, 286, 111
11145932, 286, 109
11147548, 285, 108
11149160, 285, 106
11150776, 285, 105
11152396, 285, 105
11154008, 286, 105
11155620, 287, 106
11157236, 287, 107
11158852, 286, 108
11160468, 286, 110
11162080, 285, 112
11163696, 285, 112
11165312, 284, 112
11166928, 285, 109
11168540, 285, 107
11170156, 285, 105
11171772, 285, 105
11173388, 285, 105
11175000, 285, 105
11176616, 285, 106
11178232, 284, 109
11179848, 284, 109
11181460, 283, 110
11183076, 284, 110
11184692, 286, 109
11186308, 287, 109
11187920, 286, 108
11189536, 287, 108
11191152, 286, 107
11192768, 286, 107
11194388, 286, 105
11195996, 287, 105
11197612, 287, 104
11199228, 286, 105
11200840, 287, 108
11202456, 287, 109
11204072, 287, 110
11205688, 287, 110
11207300, 287, 109
11208916, 288, 109
11210532, 288, 108
11212148, 287, 105
11213760, 287, 104
11215376, 287, 104
11216992, 287, 104
11218608, 287, 104
11220220, 287, 106
11221836, 288, 108
11223452, 287, 107
11225068, 288, 108
11226680, 286, 106
11228296, 285, 107
11229912, 283, 107
11231528, 283, 107
11233140, 282, 104
11234756, 282, 103
11236376, 283, 103
11237988, 283, 104
11239600, 285, 107
11241216, 285, 109
11242832, 285, 110
11244448, 284, 110
11246060, 284, 111
11247676, 284, 111
11249292, 284, 111
11250908, 285, 111
11252520, 284, 111
11254136, 283, 110
11255752, 284, 111
11257368, 284, 113
11258980, 285, 112
11260596, 285, 112
11262212, 285, 112
11263828, 284, 113
11265440, 284, 116
11267056, 284, 118
11268672, 284, 119
11270288, 284, 121
11271900, 284, 122
11273516, 284, 121
11275132, 283, 122
11276748, 285, 121
11278360, 285, 122
11279976, 284, 122
11281592, 284, 123
11283208, 284, 123
11284820, 285, 125
11286436, 285, 126
11288052, 286, 127
11289668, 287, 128
11291280, 288, 131
11292896, 287, 132
11294512, 287, 133
11296128, 287, 133
11297740, 288, 135
11299356, 287, 136
11300972, 286, 137
11302588, 286, 138
11304200, 288, 138
11305816, 288, 138
11307432, 288, 139
11309048, 288, 141
11310660, 288, 141
11312276, 287, 141
11313892, 287, 141
11315508, 288, 142
11317120, 289, 143
11318736, 289, 144
11320352, 289, 145
11321968, 290, 147
11323580, 291, 148
11325196, 291, 149
11326812, 290, 148
11328428, 288, 149
11330040, 288, 150
11331656, 288, 151
11333272, 289, 151
11334888, 291, 152
11336500, 291, 153
11338116, 292, 152
11339732, 291, 154
11341348, 293, 153
11342960, 292, 152
11344576, 292, 153
11346192, 291, 154
11347808, 292, 155
11349420, 292, 155
11351036, 291, 154
11352652, 291, 155
11354268, 292, 157
11355880, 293, 157
11357496, 293, 156
11359112, 293, 154
11360728, 292, 150
11362340, 291, 145
11363956, 290, 137
11365572, 291, 128
11367188, 289, 117
11368800, 290, 107
11370416, 290, 97
11371948, 291, 91
11373476, 290, 87
11375008, 289, 86
11376536, 286, 89
11378068, 284, 92
11379596, 283, 97
11381128, 282, 101
11382740, 281, 103
11384356, 279, 103
11385972, 278, 99
11387500, 278, 92
11389032, 278, 82
11390560, 278, 73
11392096, 276, 63
11393620, 275, 54
11395152, 275, 48
11396680, 274, 43
11398216, 271, 43
11399740, 270, 43
11401272, 268, 46
11402800, 267, 49
11404336, 266, 51
11405860, 265, 54
11407392, 265, 53
11408920, 265, 51
11410456, 263, 47
11411980, 262, 42
11413516, 261, 37
11415040, 262, 30
11416572, 261, 25
11418100, 262, 19
11419632, 263, 16
11421160, 263, 14
11422692, 262, 16
11424220, 263, 20
11425752, 262, 21
11427280, 262, 21
11428812, 262, 21
11430340, 262, 20
11431872, 263, 22
11433400, 263, 22
11434932, 263, 21
11436460, 264, 20
11437992, 265, 19
11439520, 265, 17
11441052, 266, 16
11442580, 267, 18
11444112, 267, 22
11445640, 268, 28
11447172, 266, 33
11448700, 268, 37
11450232, 268, 44
11451760, 269, 50
11453292, 267, 56
11454820, 269, 63
11456352, 270, 68
11457880, 272, 73
11459412, 271, 77
11460940, 271, 81
11462472, 271, 84
11464000, 272, 86
11465532, 271, 88
11467060, 273, 90
11468592, 275, 94
11470120, 277, 93
11471652, 278, 91
11473180, 279, 92
11474712, 280, 94
11476240, 282, 96
11477772, 282, 98
11479304, 282, 99
11480832, 284, 97
11482360, 286, 94
11483892, 286, 92
11485420, 285, 91
11486952, 285, 91
11488480, 284, 90
11490012, 286, 87
11491540, 287, 83
11493072, 285, 80
11494600, 286, 80
11496132, 284, 84
11497660, 284, 88
11499192, 284, 93
11500720, 282, 98
11502252, 281, 99
11503780, 281, 102
11505396, 281, 105
11507012, 281, 108
11508628, 280, 110
11510240, 279, 106
11511856, 280, 102
11513472, 279, 98
11515000, 278, 96
11516532, 278, 95
11518064, 278, 96
11519592, 277, 97
11521120, 277, 95
11522652, 276, 94
11524184, 275, 92
11525712, 275, 91
11527240, 276, 90
11528772, 275, 87
11530304, 275, 84
11531832, 275, 80
11533360, 275, 76
11534892, 274, 73
11536424, 276, 73
11537952, 277, 74
11539480, 278, 76
11541012, 278, 77
11542548, 278, 79
11544072, 277, 80
11545608, 277, 83
11547132, 275, 86
11548660, 276, 89
11550192, 277, 92
11551720, 278, 94
11553252, 279, 93
11554780, 280, 93
11556312, 281, 92
11557840, 281, 92
11559372, 281, 93
11560900, 280, 95
11562432, 280, 98
11563960, 279, 103
11565576, 280, 103
11567192, 279, 103
11568808, 278, 104
11570420, 278, 104
11572036, 280, 104
11573652, 280, 103
11575268, 281, 98
11576796, 283, 95
11578328, 280, 97
11579856, 280, 98
11581388, 279, 95
11582916, 279, 89
11584448, 280, 86
11585976, 280, 87
11587508, 280, 91
11589036, 280, 94
11590568, 280, 93
11592096, 280, 93
11593628, 280, 93
11595156, 281, 95
11596688, 282, 94
11598216, 282, 93
11599748, 283, 92
11601276, 282, 90
11602808, 282, 92
11604336, 281, 91
11605868, 281, 93
11607396, 280, 94
11608928, 279, 97
11610456, 279, 97
11611988, 278, 96
11613516, 277, 94
11615048, 278, 94
11616576, 279, 94
11618108, 279, 93
11619636, 280, 91
11621168, 278, 89
11622696, 278, 88
11624228, 278, 86
11625756, 277, 86
11627288, 277, 86
11628816, 278, 89
11630348, 278, 91
11631880, 278, 91
11633408, 278, 91
11634936, 279, 89
11636468, 280, 88
11637996, 280, 86
11639528, 280, 86
11641056, 280, 84
11642588, 280, 83
11644116, 279, 80
11645648, 278, 79
11647176, 278, 81
11648708, 279, 80
11650236, 278, 81
11651768, 278, 82
11653296, 278, 83
11654828, 277, 85
11656356, 277, 86
11657888, 277, 86
11659416, 277, 87
11660948, 278, 86
11662480, 277, 86
11664008, 276, 84
11665536, 277, 83
11667068, 277, 84
11668600, 277, 84
11670128, 276, 85
11671656, 277, 84
11673188, 278, 84
11674720, 278, 84
11676248, 277, 83
11677776, 277, 83
11679308, 277, 83
11680840, 277, 84
11682368, 277, 83
11683896, 276, 83
11685428, 276, 82
11686960, 276, 83
11688488, 277, 84
11690016, 277, 86
11691548, 279, 88
11693080, 279, 88
11694608, 279, 86
11696144, 278, 84
11697668, 277, 83
11699196, 277, 82
11700728, 277, 83
11702256, 277, 84
11703788, 277, 83
11705316, 277, 85
11706848, 277, 84
11708376, 278, 84
11709908, 278, 85
11711436, 278, 87
11712968, 277, 88
11714496, 276, 88
11716028, 276, 85
11717556, 277, 84
11719088, 278, 85
11720616, 278, 85
11722148, 279, 84
11723676, 278, 85
11725208, 277, 85
11726736, 277, 85
11728268, 277, 84
11729796, 276, 84
11731328, 275, 85
11732856, 275, 85
11734388, 276, 86
11735916, 276, 86
11737448, 276, 86
11738976, 277, 84
11740508, 277, 83
11742036, 277, 83
11743568, 277, 85
11745096, 277, 84
11746628, 278, 84
11748156, 276, 83
11749688, 275, 83
11751216, 276, 82
11752748, 276, 81
11754276, 277, 83
11755808, 278, 83
11757336, 278, 84
11758868, 279, 83
11760396, 279, 83
11761928, 278, 84
11763456, 277, 84
11764988, 277, 84
11766516, 277, 84
11768048, 277, 84
11769576, 278, 84
11771108, 279, 86
11772636, 280, 86
11774168, 280, 87
11775696, 279, 86
11777228, 278, 85
11778756, 277, 85
11780288, 277, 84
11781816, 276, 84
11783348, 276, 83
11784876, 277, 85
11786408, 278, 85
11787936, 278, 85
11789468, 278, 86
11790996, 278, 87
11792528, 278, 87
11794056, 278, 85
11795592, 277, 85
11797116, 277, 85
11798648, 277, 85
11800176, 277, 84
11801712, 278, 83
11803236, 278, 84
11804768, 277, 84
11806296, 277, 85
11807832, 277, 85
11809356, 276, 84
11810888, 277, 85
11812416, 277, 86
11813952, 277, 84
11815476, 277, 85
11817008, 277, 85
11818536, 277, 84
11820072, 278, 85
11821596, 278, 83
11823128, 277, 82
11824656, 278, 82
11826192, 277, 81
11827716, 276, 80
11829248, 275, 80
11830776, 276, 80
11832308, 276, 80
11833836, 276, 79
11835368, 276, 79
11836896, 276, 80
11838428, 275, 79
11839956, 275, 79
11841488, 276, 78
11843016, 276, 77
11844548, 276, 80
11846076, 276, 76
11847608, 275, 75
11849136, 276, 74
11850668, 275, 73
11852196, 275, 74
11853728, 275, 75
11855256, 275, 77
11856788, 276, 77
11858316, 276, 77
11859848, 276, 79
11861376, 277, 78
11862908, 277, 77
11864436, 277, 77
11865968, 277, 77
11867496, 275, 77
11869028, 274, 77
11870556, 274, 78
11872088, 274, 79
11873616, 275, 80
11875148, 276, 79
11876676, 275, 80
11878208, 275, 80
11879736, 275, 82
11881268, 274, 83
11882796, 275, 84
11884328, 276, 85
11885856, 277, 85
11887388, 278, 86
11888916, 279, 85
11890448, 279, 84
11891976, 278, 85
11893508, 278, 85
11895036, 276, 84
11896568, 275, 84
11898096, 274, 85
11899628, 275, 83
11901156, 276, 82
11902688, 277, 82
11904216, 278, 83
11905748, 278, 83
11907276, 279, 82
11908808, 278, 83
11910336, 278, 83
11911868, 275, 82
11913396, 275, 82
11914928, 275, 81
11916456, 276, 82
11917988, 277, 81
11919516, 275, 81
11921048, 276, 79
11922576, 276, 81
11924108, 275, 80
11925640, 275, 80
11927168, 275, 80
11928696, 276, 81
11930228, 275, 81
11931760, 274, 81
11933288, 274, 81
11934816, 275, 82
11936348, 276, 81
11937880, 276, 82
11939408, 276, 83
11940936, 275, 84
11942468, 276, 83
11944000, 275, 83
11945528, 275, 82
11947056, 274, 84
11948588, 274, 84
11950120, 274, 84
11951648, 274, 83
11953176, 275, 83
11954708, 275, 83
11956244, 276, 82
11957768, 277, 83
11959304, 277, 85
11960828, 277, 84
11962356, 276, 84
11963888, 275, 84
11965416, 275, 84
11966948, 275, 84
11968476, 275, 83
11970008, 276, 84
11971536, 277, 84
11973068, 277, 85
11974596, 277, 85
11976128, 277, 86
11977656, 278, 86
11979188, 279, 85
11980716, 279, 83
11982248, 278, 84
11983776, 278, 86
11985308, 278, 85
11986836, 278, 85
11988368, 280, 86
11989896, 279, 87
11991428, 279, 87
11992956, 280, 87
11994488, 279, 86
11996016, 279, 86
11997548, 278, 87
11999076, 278, 89
12000608, 278, 92
12002136, 277, 95
12003668, 276, 98
12005196, 275, 102
12006812, 276, 101
12008428, 276, 99
12009956, 275, 91
12011488, 275, 86
12013016, 275, 81
12014548, 274, 76
12016076, 273, 73
12017608, 273, 73
12019136, 273, 75
12020668, 273, 78
12022196, 274, 85
12023728, 273, 93
12025256, 275, 100
12026872, 274, 101
12028488, 273, 101
12030100, 272, 99
12031632, 273, 96
12033160, 273, 95
12034692, 273, 90
12036224, 272, 88
12037752, 273, 88
12039280, 273, 88
12040812, 273, 89
12042344, 273, 89
12043872, 273, 95
12045400, 275, 102
12047016, 273, 102
12048632, 273, 105
12050248, 273, 106
12051860, 273, 102
12053476, 276, 100
12055092, 274, 98
12056624, 275, 95
12058152, 274, 94
12059680, 276, 94
12061212, 275, 99
12062744, 277, 99
12064272, 277, 103
12065888, 277, 106
12067500, 276, 110
12069116, 276, 111
12070732, 274, 112
12072348, 274, 113
12073960, 277, 110
12075576, 277, 108
12077192, 276, 108
12078808, 277, 109
12080420, 277, 109
12082036, 275, 108
12083652, 276, 108
12085272, 277, 112
12086880, 277, 114
12088496, 276, 116
12090112, 276, 120
12091728, 275, 121
12093340, 276, 123
12094956, 275, 124
12096572, 276, 122
12098188, 275, 117
12099800, 277, 118
12101416, 276, 118
12103032, 276, 121
12104648, 278, 122
12106260, 276, 123
12107876, 276, 129
12109492, 273, 131
12111108, 273, 132
12112720, 272, 135
12114336, 271, 134
12115952, 272, 132
12117568, 272, 130
12119180, 275, 124
12120796, 275, 120
12122412, 277, 118
12124028, 274, 112
12125640, 274, 111
12127256, 274, 107
12128872, 275, 106
12130488, 275, 104
12132100, 277, 106
12133716, 275, 104
12135332, 276, 105
12136948, 274, 104
12138560, 275, 103
12140176, 276, 104
12141792, 277, 99
12143320, 280, 98
12144852, 278, 94
12146380, 279, 95
12147912, 277, 94
12149440, 278, 93
12150972, 279, 97
12152500, 280, 98
12154032, 281, 97
12155560, 282, 95
12157092, 283, 89
12158620, 284, 84
12160152, 285, 80
12161680, 284, 72
12163216, 285, 67
12164740, 286, 65
12166272, 286, 64
12167800, 286, 59
12169336, 286, 59
12170860, 288, 61
12172392, 289, 65
12173920, 291, 68
12175456, 291, 68
12176980, 292, 67
12178512, 291, 65
12180040, 293, 62
12181576, 291, 61
12183100, 293, 57
12184632, 294, 59
12186160, 297, 54
12187696, 295, 51
12189220, 297, 53
12190752, 298, 52
12192280, 299, 53
12193816, 299, 55
12195340, 298, 55
12196876, 297, 51
12198400, 299, 52
12199932, 298, 51
12201460, 298, 51
12202992, 299, 54
12204520, 300, 59
12206052, 301, 69
12207580, 301, 76
12209112, 298, 84
12210640, 297, 98
12212172, 296, 107
12213788, 293, 113
12215400, 293, 119
12217016, 292, 122
12218632, 291, 122
12220248, 290, 119
12221860, 290, 116
12223476, 288, 112
12225092, 288, 110
12226708, 285, 106
12228320, 282, 103
12229936, 279, 102
12231552, 277, 99
12233080, 276, 96
12234612, 276, 94
12236140, 277, 93
12237672, 277, 90
12239200, 276, 85
12240732, 274, 81
12242260, 273, 79
12243792, 273, 77
12245320, 272, 77
12246852, 271, 79
12248380, 272, 83
12249912, 273, 88
12251440, 274, 93
12252972, 272, 97
12254500, 273, 101
12256116, 273, 104
12257732, 274, 106
12259352, 274, 105
12260960, 273, 103
12262576, 274, 100
12264192, 274, 99
12265720, 276, 97
12267252, 277, 97
12268780, 278, 98
12270312, 278, 100
12271928, 279, 104
12273540, 280, 107
12275156, 282, 110
12276772, 283, 111
12278388, 284, 110
12280000, 285, 110
12281616, 286, 107
12283232, 286, 104
12284848, 286, 101
12286460, 287, 100
12288076, 288, 101
12289692, 289, 104
12291308, 291, 106
12292920, 290, 108
12294536, 288, 110
12296152, 287, 111
12297768, 287, 111
12299380, 287, 110
12300996, 287, 105
12302612, 289, 103
12304228, 289, 98
12305756, 289, 97
12307288, 289, 96
12308816, 288, 96
12310348, 287, 94
12311876, 285, 95
12313408, 283, 96
